client,insured_name,contact_email,field_name,field_value,field_id,sync_date
"Block Real Estate Services, LLC",ABSOLUTELY FURFECT PET SALON / CHADE CREDEUR & MELISSA CREDUER,,Vendor ID,2085,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",UPS,,Vendor ID,2091,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","ACRISURE PROTECTION GROUP / SOUTHWEST DEALER SERVICES, INC.",,Vendor ID,2095,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",VEIN CLINICS OF AMERICA,,Vendor ID,2096,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","WORKVIEW, LLC",barb@bvia.com,Vendor ID,2097,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","ORKIN, LLC AKA ROLLINS",,Vendor ID,2168,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",KINGDOM CITY CHURCH (FKA HILLSONG KC CHURCH),,Vendor ID,18648,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",AAA AUTO CLUB,,Vendor ID,2170,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","CMA GLOBAL, INC. DBA CMA",,Vendor ID,2169,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",PROPERTY TAX ADVISORY GROUP - PTAG,,Vendor ID,2171,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",LABCORP /LABORATORY CORPORATION OF AMERICA HOLDINGS,,Vendor ID,2298,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",ADVENTURE DENTAL & VISION / HERO DVO LLC,,Vendor ID,2313,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",CVS #5266-01,,Vendor ID,2322,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",WORLD ACCEPTANCE CORPORATION / WORLD FINANCE,,Vendor ID,2323,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",GEORGIA UROLOGY PA,,Vendor ID,2548,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",STATE FARM MUTUAL AUTOMOBILE INSURANCE,,Vendor ID,2552,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","RED BULL DISTRIBUTION COMPANY, INC",,Vendor ID,2553,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",MCCLURE ENGINEERING COMPANY,,Vendor ID,2560,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",EATON CORPORATION,,Vendor ID,2557,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",PAYLESS BUILDING SURPLUS LLC,Janice@twinlakesins.com,Vendor ID,2558,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","EL TEQUILAZA COCINA Y CANTINA, LLC",,Vendor ID,2561,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","BACHELOR CONTROLS, INC",,Vendor ID,2599,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","ENVY SALON / GREEN WITH ENVY, LLC",,Vendor ID,2746,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","PIZZA HUT / GMRG ACQ, LLC",,Vendor ID,2600,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","G-K FITTINGS, INC",,Vendor ID,2748,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","ESSENSE OF AUSTRALIA, INC.",,Vendor ID,2799,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",PULSE DESIGN GROUP,,Vendor ID,2747,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","EDWARD D. JONES & CO., L.P., ET AL.",StLouis.CertRequest@Marsh.Com,Vendor ID,2795,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","SPENCER REED GROUP / SRG III, LLC",,Vendor ID,2801,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","TWENTYSEVEN GLOBAL, LLC",,Vendor ID,2802,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",CREATIVE ONE MARKETING CORPORATION,,Vendor ID,2804,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",BANK OF AMERICA,,Vendor ID,2805,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",PLUMB SUPPLY,,Vendor ID,2809,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","GRAPEVINE DESIGNS, LLC",,Vendor ID,2807,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",WAYFAIR,,Vendor ID,2808,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","1&1 INTERNET / IONOS, INC.",,Vendor ID,4090,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",MITCHELL CAPITAL MANAGEMENT CO.,,Vendor ID,3708,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",UNION BANK AND TRUST COMPANY,,Vendor ID,3827,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",RYAN POAGE & CO.,,Vendor ID,3830,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","MICROPROTEIN TECHNOLOGIES, INC",,Vendor ID,3957,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",NEW CENTURY DODGE CHRYSLER WHOLESALE PARTS,,Vendor ID,3959,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","MELCHER INVESTMENT COMPANY, L.P.",,Vendor ID,3979,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","POLSINELLI, PC",,Vendor ID,3958,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","CLEAR CHOICE DENTAL IMPLANT CENTER / MB PROPERTIES, LLC",,Vendor ID,3980,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",RECOGNITION PLUS AUDIO VIDEO GRAPHICS,,Vendor ID,3982,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","BIOWEST, LLC",,Vendor ID,3993,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","ALABAMA ORAL AND FACIAL SURGERY, LLC",,Vendor ID,3985,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",B-ENVIED SALON / DAVID M & LISA WALLA,,Vendor ID,3995,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",MAWD PATHOLOGY GROUP PA,,Vendor ID,3997,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","FARMOBILE, INC  (AGI - WESTFIELD DISTRIBUTING (ND), INC)",,Vendor ID,3986,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","LENEXA MANUFACTURING COMPANY, INC.",,Vendor ID,3999,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","LVT TRUCKING, INC.",,Vendor ID,3994,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","WFLIII DRUMS & PERCUSSION, LLC",,Vendor ID,4000,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",AHLERS BUILDING MAINTENANCE,,Vendor ID,4002,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","E4, INC./ADVANCED FINANCIAL SOLUTIONS",,Vendor ID,4006,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","KAVAR CAPITAL PARTNERS, LLC - DOUGLAS G AND KARA L",,Vendor ID,4010,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","KANSAS CITY BONE & JOINT CLINIC, PA",,Vendor ID,4012,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",ACTEA WIT,,Vendor ID,4018,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","MIDLAND STEEL ERECTION, LLC",,Vendor ID,4014,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",HYDRO EXTRUSIONS,,Vendor ID,4020,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",NEW YORK AIR BRAKE CORPORATION,,Vendor ID,4021,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","RBC CAPITAL MARKETS, INC",,Vendor ID,4022,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","DALEY & FEY, LLP",,Vendor ID,4023,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","KAESER COMPRESSORS, INC",,Vendor ID,4024,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","PINNACLE CONSTRUCTION GROUP, LLC",,Vendor ID,4025,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","BLOCK TECHNOLOGY SOLUTIONS, LLC",,Vendor ID,4031,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","PIVOT INTERNATIONAL, INC.",,Vendor ID,4034,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","FLUID-FLOW PRODUCTS, INC FKA CONDIT COMPANY",,Vendor ID,4029,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",NORTHEAST PEDIATRIC ASSOCIATES,,Vendor ID,4035,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",NESTLE PURINA PETCARE,,Vendor ID,4037,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",MERCY HEALTH NORTH,,Vendor ID,4039,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","CHALLENGER SPORTS, INC.",,Vendor ID,4041,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","AMERIBAN / FELLERS, INC",,Vendor ID,4043,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","1 800 PACK RAT, LLC",,Vendor ID,4046,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",THE WALDINGER CORPORATION,,Vendor ID,4047,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","CORBION / CARAVAN INGREDIENTS , INC",,Vendor ID,4044,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","TITAN BUILT, LLC",,Vendor ID,4048,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","MERCY HEALTH CINCINATTI, LLC",,Vendor ID,4049,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",REGAL DISTRIBUTING CO,,Vendor ID,4050,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","UNITED REFRIGERATION, INC.",,Vendor ID,4051,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",CATCH UP LOGISTICS,,Vendor ID,4072,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",VERIZON / CELLULAR SALES,,Vendor ID,4091,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","PROFESSIONAL TOXICOLOGY SERVICES, INC. (FKA KAMMERER )",,Vendor ID,4068,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","SPI COATINGS / SUPERIOR PRODUCTS INTERNATIONAL II, INC",,Vendor ID,4073,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",BLOSSOM HAIR & NAILS / TRINH TRAN,,Vendor ID,4093,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","SPORTSMAN'S CAP / PROMOTIONAL HEADWEAR INTERNATIONAL, INC.",,Vendor ID,4097,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","SIERRA WINTER JEWELRY / SIERRA WINTER, LLC",,Vendor ID,4099,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",LIFE ASSIST,,Vendor ID,4120,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",D. L. NEUNER,,Vendor ID,4124,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",KNAPPCO,,Vendor ID,4122,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","FCA US, LLC",,Vendor ID,4138,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","HCA AKA COLLEGE PARK ENDOSCOPY CENTER, LLC",,Vendor ID,4127,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","FAITH TECHNOLOGIES, INC.",,Vendor ID,4134,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","ESHIPPING / ENGAGED EXPEDITED, LLC",,Vendor ID,4130,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",NAPA / GENUINE PARTS COMPANY,,Vendor ID,4139,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",KC VASCULAR & GENERAL SURGERY GROUP/HCA MIDWEST HEALTH,,Vendor ID,4141,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","XEROX / IMAGE QUEST, INC.",,Vendor ID,4140,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","NORTHLAKE SURGICAL CENTER, LP",,Vendor ID,4142,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",JAYHAWK PRIMARY CARE / MEDICAL PLAZA INTERNAL MEDICINE,,Vendor ID,4143,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",BARIATRIC & METABOLIC CLASSROOM / HCA-MMC-MENORAH MEDICAL CENTER,,Vendor ID,4144,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",NITTO AUTOMOTIVE,,Vendor ID,4145,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",COMMERCIAL INDUSTRIAL SUPPLY,,Vendor ID,4236,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","EVERJOY, LLC DBA SERVPRO OF PLATTE COUNTY",RRRGInsurance@aon.com,Vendor ID,4346,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",HEALTHY MEALS INC,,Vendor ID,4347,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",LIGHTNING LOGISTICS LLC,,Vendor ID,4473,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",DOLLAR GENERAL,,Vendor ID,4566,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",LAS VEGAS RADIOLOGY,,Vendor ID,4618,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","G3 INDUSTRIAL SOLUTIONS, LLC",,Vendor ID,4609,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","BREAD FINANCIAL HOLDINGS, INC. (ALLIANCE DATA/COMENITY SERVICING)",,Vendor ID,4619,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","SUN FRESH MARKET / ASSOCIATED WHOLESALE GROCERS, INC.",,Vendor ID,4697,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",FRANCIS FAMILY FOUNDATION,,Vendor ID,4698,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","D.H. PACE COMPANY, INC.",,Vendor ID,4754,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",BUCKEYE INTERNATIONAL (EXPANSION),,Vendor ID,5017,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",ROBO SALES INC.,,Vendor ID,4837,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","DATAMAX / UDP (UNISOURCE DOCUMENT PRODUCTS) / SUMNER GROUP, INC",,Vendor ID,5014,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","KANSAS CITY MARKETING, INC. / DC PROMOTIONS, LLC",,Vendor ID,5031,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","MIDWEST ROOFING / SRS DISTRIBUTION, INC.",,Vendor ID,5018,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",O'REILLY AUTOMOTIVE,,Vendor ID,5160,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",MAGNUM SYSTEMS,,Vendor ID,5214,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","TALLGRASS MLP OPERATIONS, LLC",,Vendor ID,5206,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","DELTA DENTAL OF KANSAS, INC",,Vendor ID,5232,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","YRC FREIGHT, INC",,Vendor ID,5211,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",ENTERPRISE LEASING COMPANY OF KANSAS,,Vendor ID,5216,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","THE HOME DEPOT, INC",,Vendor ID,5209,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","DISCOUNT TIRE / HALLE PROPERTIES, INC.",,Vendor ID,5228,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",MILL CREEK ANIMAL HOSPITAL,,Vendor ID,5238,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",CLOPAY BUILDING PRODUCTS,,Vendor ID,5235,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",1ST CHOICE DELIVERY,,Vendor ID,5241,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","EXPRESS HARDWOOD FLOORS, LLC",,Vendor ID,5357,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",GS OPERATING (FKA GEXPRO SERVICES),,Vendor ID,5244,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",VINTEGRITY KANSAS LLC,,Vendor ID,5328,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",IOVINO RENOVATIONS,,Vendor ID,5271,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","THE DOTTE SPOT / KC SMASHERS, LLC",,Vendor ID,5401,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",PROFESSIONAL SERVICE INDUSTRIES INC,,Vendor ID,5455,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","HUNTER, INC.",,Vendor ID,5458,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",KC CLASSIC AUTO DISPLAY,,Vendor ID,5459,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",LEGACY FINANCIAL STRATEGIES LLC,,Vendor ID,5460,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",R&R COMMUNICATIONS,,Vendor ID,5757,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",MHC SYSTEMS,,Vendor ID,5611,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",KAWNEER COMPANY - ARCONIC CORPORATION,,Vendor ID,6025,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","W + D NORTH AMERICAN, INC. / PAPER CONVERTING MACHINE CORPORATION",jwibbenmeyer@hmrisk.com,Vendor ID,6026,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","J-CON PRINTING, LLC",,Vendor ID,6034,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",ROSEN'S INC.,,Vendor ID,6091,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",LEAFFILTER,,Vendor ID,6211,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",BLACK & DECKER (U.S.) INC. DBA DEWALT,,Vendor ID,6214,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",THE PEAVEY CORPORATION,,Vendor ID,6216,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",GASTROENTEROLOGY ASSOC.,,Vendor ID,6259,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",MUTUAL OF OMAHA / CITI BANK DBA FIRST CITIZENS BANK,jade_mayo@ajg.com,Vendor ID,6262,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",LONG MOTOR CORPORATION,karen.hoskins@assuredpartners.com,Vendor ID,6264,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",TEVA PHARMACEUTICALS,,Vendor ID,6272,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",ASSIST RX,,Vendor ID,6273,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",FARM & HOME BUILDERS,,Vendor ID,6283,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",COBB REFRIGERATION,CLIENTCONTACTCENTER@FEDINS.COM,Vendor ID,6286,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","SURGICAL DIRECT, INC",,Vendor ID,6288,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",TEMP-CON,,Vendor ID,6289,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",SPRINT CMC / SPRINT UNITED MANAGEMENT COMPANY,,Vendor ID,6292,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","MUNCH SUPPLY O'CONNOR COMPANY, INC",,Vendor ID,6300,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",PETSENCE LLC,,Vendor ID,6294,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","THE LAUNDRY HUT, LLC / PARVIN LAUNDRY, LLC",,Vendor ID,6297,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",MARCON MARKETING,,Vendor ID,6302,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","FLEETPRIDE, INC.",,Vendor ID,6304,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","BLUSKY RESTORATION CONTRACTORS, LLC",,Vendor ID,6306,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","BALDWIN TECHNOLOGY COMPANY, INC.",,Vendor ID,6308,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","ATHENS SURGERY CENTER, LLC - LIFEPOINT HEALTH, INC.",certificates@willis.com,Vendor ID,6310,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","HELEN JON / FIVE CLOTHES, LLC",peggy.lemmon@imacorp.com,Vendor ID,6642,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","EXQUISITE CUTZ KC, LLC",adolfo@uriarteinsurancegroup.com,Vendor ID,6643,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","H M CRAGG, CO",,Vendor ID,6657,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",STAPLES - CORPORATE EXPRESS,,Vendor ID,6791,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",24 HOUR CHECK CASHING,,Vendor ID,6820,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","MEDICAL TECHNOLOGY ASSOCIATES, INC.",,Vendor ID,6982,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",SHERWIN WILLIAMS,,Vendor ID,6936,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","FLOW MARK / SKYMARK REFUELERS, LLC",HUB-KC.Certificates@HUBInternational.com,Vendor ID,7015,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","AMERICAN WATER DAMAGE KC, LLC",dannap@thesloanagency.com,Vendor ID,7016,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",LMI AEROSPACE,,Vendor ID,7019,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","JETALUM WINDOWS & DOORS / JETALUM, LLC",,Vendor ID,7017,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",CHALLENGE MANUFACTURING,,Vendor ID,7018,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",CONFLUENCE,michelle.sinclair@northriskpartners.com,Vendor ID,7020,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","KANSAS CITY TEACHER RESIDENCY, INC.",,Vendor ID,7021,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","CITY YEAR KANSAS CITY / CITY YEAR, INC.",,Vendor ID,7022,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","NILL BROS. SILK SCREENING, INC.",,Vendor ID,7023,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",ANIXTER INC.,,Vendor ID,7026,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","ADVANCED AUTO / ADVANCED STORES CO., INC.",,Vendor ID,7024,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","BLUSKY SALON SUITES, INC.",,Vendor ID,7031,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",CHABAD OF LEAWOOD / MERKOS LINYONCI CHINUCH OF KANSAS,,Vendor ID,7032,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","PROPAK LOGISTICS, INC.",,Vendor ID,7027,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",BRANDENBURG,,Vendor ID,7029,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",PFG,,Vendor ID,7028,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",DAISY CORSETS,,Vendor ID,7030,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","TACO BELL / ROYAL CITY BELL, LLC",,Vendor ID,7033,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",WHIRLPOOL,,Vendor ID,7034,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","MIKE'S LIQUOR / WALDO SPIRITS, INC.",,Vendor ID,7037,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","POWERSCHOOL FKA PEOPLEADMIN, INC",,Vendor ID,7035,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","GOOGLE FIBER, INC.",,Vendor ID,7042,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",PERSONAL CARE DENTAL GROUP,,Vendor ID,7043,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",LIFE'S WORK CONSULTING,,Vendor ID,7046,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",COFFEL CONSTRUCTION,,Vendor ID,7045,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",WESTPORT SOLUTION / WESTPORT RESEARCH ASSOCIATES,,Vendor ID,7048,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","LIVING WORD TESTAMENT CHURCH / PCJW, LLC & DR. FLOYD WIGGINS, III",,Vendor ID,7049,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",JAMAICAN ME TAN / JEFF JONES,,Vendor ID,7050,6a07297dfb05b489b7312724,2026-05-17
