client,insured_name,contact_email,field_name,field_value,sync_date,sync_timestamp
A G Equipment Company,"STEEL SERVICE CO, INC",steelservicecoinc@internalemail.com,verificationType,Collect Only,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,EAGLE REDI-MIX,eagleredi-mix@internalemail.com,Effective Group,!Collect_Only_Global_Insurance,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,EAGLE REDI-MIX,eagleredi-mix@internalemail.com,Expiration,2026-10-01,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,EAGLE REDI-MIX,eagleredi-mix@internalemail.com,Verification Status,COMPLETE,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,EAGLE REDI-MIX,eagleredi-mix@internalemail.com,Latest Submission Date,2026-04-30T14:23:36,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,EAGLE REDI-MIX,eagleredi-mix@internalemail.com,email,daniel@eagleredimix.com,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,EAGLE REDI-MIX,eagleredi-mix@internalemail.com,entityId,EAGL-BROK,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,EAGLE REDI-MIX,eagleredi-mix@internalemail.com,entityType,Collect Only,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,EAGLE REDI-MIX,eagleredi-mix@internalemail.com,notificationList,"[""lora.hooper@hubinternational.com"",""kathy@eagleredimix.com"",""daniel@eagleredimix.com""]",05/24/2026,05/24/2026 05:05:31
A G Equipment Company,EAGLE REDI-MIX,eagleredi-mix@internalemail.com,verificationType,Collect Only,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,INDUSTRIAL PIPING SPECIALISTS,industrialpipingspecialists@internalemail.com,Effective Group,!Collect_Only_Global_Insurance,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,INDUSTRIAL PIPING SPECIALISTS,industrialpipingspecialists@internalemail.com,Expiration,2027-04-01,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,INDUSTRIAL PIPING SPECIALISTS,industrialpipingspecialists@internalemail.com,Verification Status,COMPLETE,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,INDUSTRIAL PIPING SPECIALISTS,industrialpipingspecialists@internalemail.com,Latest Submission Date,2026-05-12T15:23:25,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,INDUSTRIAL PIPING SPECIALISTS,industrialpipingspecialists@internalemail.com,email,ar@ipipes.com,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,INDUSTRIAL PIPING SPECIALISTS,industrialpipingspecialists@internalemail.com,entityId,INDU-TULS3,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,INDUSTRIAL PIPING SPECIALISTS,industrialpipingspecialists@internalemail.com,entityType,Collect Only,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,INDUSTRIAL PIPING SPECIALISTS,industrialpipingspecialists@internalemail.com,notificationList,"[""ar@ipipes.com"",""nikki_branstetter@ajg.com""]",05/24/2026,05/24/2026 05:05:31
A G Equipment Company,INDUSTRIAL PIPING SPECIALISTS,industrialpipingspecialists@internalemail.com,verificationType,Collect Only,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,WM W NUGENT AND COMPANY INC,wmwnugentandcompanyinc@internalemail.com,Effective Group,!Collect_Only_Global_Insurance,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,WM W NUGENT AND COMPANY INC,wmwnugentandcompanyinc@internalemail.com,Expiration,2025-11-01,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,WM W NUGENT AND COMPANY INC,wmwnugentandcompanyinc@internalemail.com,Verification Status,PENDING_SUBMISSION,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,WM W NUGENT AND COMPANY INC,wmwnugentandcompanyinc@internalemail.com,Latest Submission Date,2025-07-31T12:11:16,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,WM W NUGENT AND COMPANY INC,wmwnugentandcompanyinc@internalemail.com,email,M.SHELTON@WWNUGENT.COM,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,WM W NUGENT AND COMPANY INC,wmwnugentandcompanyinc@internalemail.com,entityId,WM N-SKOK,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,WM W NUGENT AND COMPANY INC,wmwnugentandcompanyinc@internalemail.com,entityType,Deactivated,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,WM W NUGENT AND COMPANY INC,wmwnugentandcompanyinc@internalemail.com,notificationList,"[""M.SHELTON@WWNUGENT.COM"",""ACCTSREC@WWNUGENT.COM""]",05/24/2026,05/24/2026 05:05:31
A G Equipment Company,WM W NUGENT AND COMPANY INC,wmwnugentandcompanyinc@internalemail.com,verificationType,Collect Only,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,Overhead Door Company of Tulsa,overheaddoorcompanyoftulsa@internalemail.com,Effective Group,Global Insurance,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,Overhead Door Company of Tulsa,overheaddoorcompanyoftulsa@internalemail.com,Expiration,2026-09-01,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,Overhead Door Company of Tulsa,overheaddoorcompanyoftulsa@internalemail.com,Verification Status,COMPLETE,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,Overhead Door Company of Tulsa,overheaddoorcompanyoftulsa@internalemail.com,Latest Submission Date,2025-11-11T21:24:12,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,Overhead Door Company of Tulsa,overheaddoorcompanyoftulsa@internalemail.com,email,PAYMENTS@OVERHEADDOORTULSA.COM,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,Overhead Door Company of Tulsa,overheaddoorcompanyoftulsa@internalemail.com,entityId,OVER-TULS,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,Overhead Door Company of Tulsa,overheaddoorcompanyoftulsa@internalemail.com,notificationList,"[""PAYMENTS@OVERHEADDOORTULSA.COM""]",05/24/2026,05/24/2026 05:05:31
A G Equipment Company,Overhead Door Company of Tulsa,overheaddoorcompanyoftulsa@internalemail.com,verificationType,Verify,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,"THIRD GENERATION ELECTRIC, INC",thirdgenerationelectricinc@internalemail.com,Effective Group,!Collect_Only_Global_Insurance,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,"THIRD GENERATION ELECTRIC, INC",thirdgenerationelectricinc@internalemail.com,Expiration,2026-12-01,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,"THIRD GENERATION ELECTRIC, INC",thirdgenerationelectricinc@internalemail.com,Verification Status,COMPLETE,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,"THIRD GENERATION ELECTRIC, INC",thirdgenerationelectricinc@internalemail.com,Latest Submission Date,2025-12-03T14:16:23,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,"THIRD GENERATION ELECTRIC, INC",thirdgenerationelectricinc@internalemail.com,email,tiffany@tgetulsa.com,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,"THIRD GENERATION ELECTRIC, INC",thirdgenerationelectricinc@internalemail.com,entityId,THIR-TULS,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,"THIRD GENERATION ELECTRIC, INC",thirdgenerationelectricinc@internalemail.com,entityType,Collect Only,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,"THIRD GENERATION ELECTRIC, INC",thirdgenerationelectricinc@internalemail.com,notificationList,"[""tiffany@tgetulsa.com"",""jhendon@rcins.com""]",05/24/2026,05/24/2026 05:05:31
A G Equipment Company,"THIRD GENERATION ELECTRIC, INC",thirdgenerationelectricinc@internalemail.com,verificationType,Collect Only,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,"PIPING TECHNOLOGY & PRODUCTS, INC",pipingtechnology&productsinc@internalemail.com,Effective Group,!Collect_Only_Global_Insurance,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,"PIPING TECHNOLOGY & PRODUCTS, INC",pipingtechnology&productsinc@internalemail.com,Expiration,2026-06-15,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,"PIPING TECHNOLOGY & PRODUCTS, INC",pipingtechnology&productsinc@internalemail.com,Verification Status,PENDING_SUBMISSION,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,"PIPING TECHNOLOGY & PRODUCTS, INC",pipingtechnology&productsinc@internalemail.com,Latest Submission Date,2025-06-27T16:09:03,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,"PIPING TECHNOLOGY & PRODUCTS, INC",pipingtechnology&productsinc@internalemail.com,email,michaelr@pipingtech.com,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,"PIPING TECHNOLOGY & PRODUCTS, INC",pipingtechnology&productsinc@internalemail.com,entityId,PIPI-HOUS2,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,"PIPING TECHNOLOGY & PRODUCTS, INC",pipingtechnology&productsinc@internalemail.com,entityType,Collect Only,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,"PIPING TECHNOLOGY & PRODUCTS, INC",pipingtechnology&productsinc@internalemail.com,notificationList,"[""michaelr@pipingtech.com"",""nicole_harris@ajg.com""]",05/24/2026,05/24/2026 05:05:31
A G Equipment Company,"PIPING TECHNOLOGY & PRODUCTS, INC",pipingtechnology&productsinc@internalemail.com,verificationType,Collect Only,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,TAYLOR CRANE & RIGGING INC,taylorcrane&rigginginc@internalemail.com,Effective Group,!Collect_Only_Global_Insurance,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,TAYLOR CRANE & RIGGING INC,taylorcrane&rigginginc@internalemail.com,Expiration,2027-04-01,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,TAYLOR CRANE & RIGGING INC,taylorcrane&rigginginc@internalemail.com,Verification Status,COMPLETE,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,TAYLOR CRANE & RIGGING INC,taylorcrane&rigginginc@internalemail.com,Latest Submission Date,2026-05-12T15:25:43,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,TAYLOR CRANE & RIGGING INC,taylorcrane&rigginginc@internalemail.com,email,chelseah@taylorcrane.com,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,TAYLOR CRANE & RIGGING INC,taylorcrane&rigginginc@internalemail.com,entityId,TAYL-COFF,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,TAYLOR CRANE & RIGGING INC,taylorcrane&rigginginc@internalemail.com,entityType,Collect Only,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,TAYLOR CRANE & RIGGING INC,taylorcrane&rigginginc@internalemail.com,notificationList,"[""chelseah@taylorcrane.com"",""jan.burr@hubinternational.com""]",05/24/2026,05/24/2026 05:05:31
A G Equipment Company,TAYLOR CRANE & RIGGING INC,taylorcrane&rigginginc@internalemail.com,verificationType,Collect Only,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,REGER LASER INC,regerlaserinc@internalemail.com,Effective Group,!Collect_Only_Global_Insurance,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,REGER LASER INC,regerlaserinc@internalemail.com,Expiration,2027-07-01,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,REGER LASER INC,regerlaserinc@internalemail.com,Verification Status,COMPLETE,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,REGER LASER INC,regerlaserinc@internalemail.com,Latest Submission Date,2026-05-18T13:44:04,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,REGER LASER INC,regerlaserinc@internalemail.com,email,jason@regerlaser.com,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,REGER LASER INC,regerlaserinc@internalemail.com,entityId,REGE-YORK,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,REGER LASER INC,regerlaserinc@internalemail.com,entityType,Collect Only,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,REGER LASER INC,regerlaserinc@internalemail.com,notificationList,"[""jason@regerlaser.com"",""jeanne@schulzbrundage.com""]",05/24/2026,05/24/2026 05:05:31
A G Equipment Company,REGER LASER INC,regerlaserinc@internalemail.com,verificationType,Collect Only,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,"Heritage-Crystal Clean, LLC",heritage-crystalcleanllc@internalemail.com,Effective Group,!Collect_Only_Global_Insurance,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,"Heritage-Crystal Clean, LLC",heritage-crystalcleanllc@internalemail.com,Expiration,2026-06-01,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,"Heritage-Crystal Clean, LLC",heritage-crystalcleanllc@internalemail.com,Verification Status,PENDING_SUBMISSION,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,"Heritage-Crystal Clean, LLC",heritage-crystalcleanllc@internalemail.com,Latest Submission Date,2025-11-17T14:33:04,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,"Heritage-Crystal Clean, LLC",heritage-crystalcleanllc@internalemail.com,email,custserv@crystal-clean.com,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,"Heritage-Crystal Clean, LLC",heritage-crystalcleanllc@internalemail.com,entityId,HERI-TULS2,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,"Heritage-Crystal Clean, LLC",heritage-crystalcleanllc@internalemail.com,entityType,Collect Only,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,"Heritage-Crystal Clean, LLC",heritage-crystalcleanllc@internalemail.com,notificationList,"[""custserv@crystal-clean.com""]",05/24/2026,05/24/2026 05:05:31
A G Equipment Company,"Heritage-Crystal Clean, LLC",heritage-crystalcleanllc@internalemail.com,verificationType,Collect Only,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,"HOTSTART, INC",hotstartinc@internalemail.com,Effective Group,!Collect_Only_Global_Insurance,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,"HOTSTART, INC",hotstartinc@internalemail.com,Verification Status,PENDING_SUBMISSION,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,"HOTSTART, INC",hotstartinc@internalemail.com,email,srawley@hotstart.com,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,"HOTSTART, INC",hotstartinc@internalemail.com,entityId,HOTS-SPOK,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,"HOTSTART, INC",hotstartinc@internalemail.com,entityType,Collect Only,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,"HOTSTART, INC",hotstartinc@internalemail.com,notificationList,"[""srawley@hotstart.com"",""lcavanah@hotstart.com""]",05/24/2026,05/24/2026 05:05:31
A G Equipment Company,"HOTSTART, INC",hotstartinc@internalemail.com,verificationType,Collect Only,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,HUB INTERNATIONAL MID-AMERICA,hubinternationalmid-america@internalemail.com,Effective Group,!Collect_Only_Global_Insurance,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,HUB INTERNATIONAL MID-AMERICA,hubinternationalmid-america@internalemail.com,Verification Status,PENDING_SUBMISSION,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,HUB INTERNATIONAL MID-AMERICA,hubinternationalmid-america@internalemail.com,email,braunda.dailey@hubinternational.com,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,HUB INTERNATIONAL MID-AMERICA,hubinternationalmid-america@internalemail.com,entityId,HUB -TULS,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,HUB INTERNATIONAL MID-AMERICA,hubinternationalmid-america@internalemail.com,entityType,Collect Only,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,HUB INTERNATIONAL MID-AMERICA,hubinternationalmid-america@internalemail.com,notificationList,"[""braunda.dailey@hubinternational.com"",""thu.tran@hubinternational.com""]",05/24/2026,05/24/2026 05:05:31
A G Equipment Company,HUB INTERNATIONAL MID-AMERICA,hubinternationalmid-america@internalemail.com,verificationType,Collect Only,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,CARLTON-BATES COMPANY,carlton-batescompany2@internalemail.com,Effective Group,!Collect_Only_Global_Insurance,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,CARLTON-BATES COMPANY,carlton-batescompany2@internalemail.com,Expiration,2026-06-04,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,CARLTON-BATES COMPANY,carlton-batescompany2@internalemail.com,Verification Status,PENDING_SUBMISSION,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,CARLTON-BATES COMPANY,carlton-batescompany2@internalemail.com,Latest Submission Date,2025-08-06T15:46:35,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,CARLTON-BATES COMPANY,carlton-batescompany2@internalemail.com,email,remit@wescodist.com,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,CARLTON-BATES COMPANY,carlton-batescompany2@internalemail.com,entityId,CARL-TULS,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,CARLTON-BATES COMPANY,carlton-batescompany2@internalemail.com,entityType,Deactivated,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,CARLTON-BATES COMPANY,carlton-batescompany2@internalemail.com,notificationList,"[""patty.jordan@hubinternational.com"",""remit@wescodist.com""]",05/24/2026,05/24/2026 05:05:31
A G Equipment Company,CARLTON-BATES COMPANY,carlton-batescompany2@internalemail.com,verificationType,Collect Only,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,BLUE SKY TECHNOLOGIES,blueskytechnologies1@internalemail.com,Effective Group,!Collect_Only_Global_Insurance,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,BLUE SKY TECHNOLOGIES,blueskytechnologies1@internalemail.com,Expiration,2026-10-01,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,BLUE SKY TECHNOLOGIES,blueskytechnologies1@internalemail.com,Verification Status,PENDING_SUBMISSION,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,BLUE SKY TECHNOLOGIES,blueskytechnologies1@internalemail.com,Latest Submission Date,2025-10-01T18:14:27,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,BLUE SKY TECHNOLOGIES,blueskytechnologies1@internalemail.com,email,roltmann@blueskytechok.com,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,BLUE SKY TECHNOLOGIES,blueskytechnologies1@internalemail.com,entityId,BLUE-BIXB,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,BLUE SKY TECHNOLOGIES,blueskytechnologies1@internalemail.com,entityType,Deactivated,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,BLUE SKY TECHNOLOGIES,blueskytechnologies1@internalemail.com,notificationList,"[""roltmann@blueskytechok.com""]",05/24/2026,05/24/2026 05:05:31
A G Equipment Company,BLUE SKY TECHNOLOGIES,blueskytechnologies1@internalemail.com,verificationType,Collect Only,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,API HEAT TRANSFER COMPANY,apiheattransfercompany2@internalemail.com,Effective Group,!Collect_Only_Global_Insurance,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,API HEAT TRANSFER COMPANY,apiheattransfercompany2@internalemail.com,Expiration,2026-10-31,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,API HEAT TRANSFER COMPANY,apiheattransfercompany2@internalemail.com,Verification Status,COMPLETE,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,API HEAT TRANSFER COMPANY,apiheattransfercompany2@internalemail.com,Latest Submission Date,2025-11-11T18:22:05,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,API HEAT TRANSFER COMPANY,apiheattransfercompany2@internalemail.com,email,ar@apiheattransfer.com,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,API HEAT TRANSFER COMPANY,apiheattransfercompany2@internalemail.com,entityId,API - BUFF,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,API HEAT TRANSFER COMPANY,apiheattransfercompany2@internalemail.com,entityType,Collect Only,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,API HEAT TRANSFER COMPANY,apiheattransfercompany2@internalemail.com,notificationList,"[""ar@apiheattransfer.com"",""Cleveland.CertRequest@marsh.com""]",05/24/2026,05/24/2026 05:05:31
A G Equipment Company,API HEAT TRANSFER COMPANY,apiheattransfercompany2@internalemail.com,verificationType,Collect Only,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,ColdStream Energy LLC,coldstreamenergyllc@internalemail.com,Effective Group,!Collect_Only_Global_Insurance,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,ColdStream Energy LLC,coldstreamenergyllc@internalemail.com,Expiration,2026-05-01,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,ColdStream Energy LLC,coldstreamenergyllc@internalemail.com,Verification Status,PENDING_SUBMISSION,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,ColdStream Energy LLC,coldstreamenergyllc@internalemail.com,Latest Submission Date,2026-05-20T15:56:23,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,ColdStream Energy LLC,coldstreamenergyllc@internalemail.com,email,CHOSLER@COLDSTREAMENERGY.COM,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,ColdStream Energy LLC,coldstreamenergyllc@internalemail.com,entityId,COLD-HOUS,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,ColdStream Energy LLC,coldstreamenergyllc@internalemail.com,entityType,Collect Only,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,ColdStream Energy LLC,coldstreamenergyllc@internalemail.com,notificationList,"[""insperitycerts@locktonaffinity.com"",""crystal.wellborn@cacgroup.com"",""CHOSLER@COLDSTREAMENERGY.COM"",""BOLIVER@COLDSTREAMENERGY.COM""]",05/24/2026,05/24/2026 05:05:31
A G Equipment Company,ColdStream Energy LLC,coldstreamenergyllc@internalemail.com,verificationType,Collect Only,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,"KIMRAY, INC",kimrayinc@internalemail.com,Effective Group,!Collect_Only_Global_Insurance,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,"KIMRAY, INC",kimrayinc@internalemail.com,Expiration,2025-10-01,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,"KIMRAY, INC",kimrayinc@internalemail.com,Verification Status,PENDING_SUBMISSION,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,"KIMRAY, INC",kimrayinc@internalemail.com,Latest Submission Date,2025-08-05T15:07:16,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,"KIMRAY, INC",kimrayinc@internalemail.com,email,ar@kimray.com,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,"KIMRAY, INC",kimrayinc@internalemail.com,entityId,KIMR-OKLA,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,"KIMRAY, INC",kimrayinc@internalemail.com,entityType,Collect Only,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,"KIMRAY, INC",kimrayinc@internalemail.com,notificationList,"[""ar@kimray.com"",""oklahomacity@kimray.com"",""info@kimray.com""]",05/24/2026,05/24/2026 05:05:31
A G Equipment Company,"KIMRAY, INC",kimrayinc@internalemail.com,verificationType,Collect Only,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,LINCOLN ELECTRIC AUTOMATION INC,lincolnelectricautomationinc@internalemail.com,Effective Group,!Collect_Only_Global_Insurance,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,LINCOLN ELECTRIC AUTOMATION INC,lincolnelectricautomationinc@internalemail.com,Expiration,2025-10-01,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,LINCOLN ELECTRIC AUTOMATION INC,lincolnelectricautomationinc@internalemail.com,Verification Status,PENDING_SUBMISSION,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,LINCOLN ELECTRIC AUTOMATION INC,lincolnelectricautomationinc@internalemail.com,Latest Submission Date,2025-07-31T14:05:09,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,LINCOLN ELECTRIC AUTOMATION INC,lincolnelectricautomationinc@internalemail.com,email,LEAUTOMATIONAR@LINCOLNELECTRIC.COM,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,LINCOLN ELECTRIC AUTOMATION INC,lincolnelectricautomationinc@internalemail.com,entityId,LINC-FORT,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,LINCOLN ELECTRIC AUTOMATION INC,lincolnelectricautomationinc@internalemail.com,entityType,Deactivated,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,LINCOLN ELECTRIC AUTOMATION INC,lincolnelectricautomationinc@internalemail.com,notificationList,"[""LEAUTOMATIONAR@LINCOLNELECTRIC.COM"",""john_morello@lincolnelectric.com"",""JOHNNY_HARVILL@LINCOLNELECTRIC.COM""]",05/24/2026,05/24/2026 05:05:31
A G Equipment Company,LINCOLN ELECTRIC AUTOMATION INC,lincolnelectricautomationinc@internalemail.com,verificationType,Collect Only,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,"ARROW EXTERMINATORS, INC.",arrowexterminatorsinc2@internalemail.com,Effective Group,!Collect_Only_Global_Insurance,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,"ARROW EXTERMINATORS, INC.",arrowexterminatorsinc2@internalemail.com,Expiration,2026-10-01,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,"ARROW EXTERMINATORS, INC.",arrowexterminatorsinc2@internalemail.com,Verification Status,COMPLETE,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,"ARROW EXTERMINATORS, INC.",arrowexterminatorsinc2@internalemail.com,Latest Submission Date,2025-09-23T14:21:51,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,"ARROW EXTERMINATORS, INC.",arrowexterminatorsinc2@internalemail.com,email,lisely.sierra@rentokil.com,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,"ARROW EXTERMINATORS, INC.",arrowexterminatorsinc2@internalemail.com,entityId,ARRO-BROK3,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,"ARROW EXTERMINATORS, INC.",arrowexterminatorsinc2@internalemail.com,entityType,Collect Only,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,"ARROW EXTERMINATORS, INC.",arrowexterminatorsinc2@internalemail.com,notificationList,"[""certificate@epicbrokers.com"",""lisely.sierra@rentokil.com""]",05/24/2026,05/24/2026 05:05:31
A G Equipment Company,"ARROW EXTERMINATORS, INC.",arrowexterminatorsinc2@internalemail.com,verificationType,Collect Only,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,"TULSA TUBE BENDING, INC",tulsatubebendinginc@internalemail.com,Effective Group,!Collect_Only_Global_Insurance,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,"TULSA TUBE BENDING, INC",tulsatubebendinginc@internalemail.com,Expiration,2026-01-01,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,"TULSA TUBE BENDING, INC",tulsatubebendinginc@internalemail.com,Verification Status,PENDING_SUBMISSION,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,"TULSA TUBE BENDING, INC",tulsatubebendinginc@internalemail.com,Latest Submission Date,2025-06-27T16:10:42,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,"TULSA TUBE BENDING, INC",tulsatubebendinginc@internalemail.com,email,accounting@ttb.com,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,"TULSA TUBE BENDING, INC",tulsatubebendinginc@internalemail.com,entityId,TULS-TUL13,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,"TULSA TUBE BENDING, INC",tulsatubebendinginc@internalemail.com,entityType,Collect Only,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,"TULSA TUBE BENDING, INC",tulsatubebendinginc@internalemail.com,notificationList,"[""accounting@ttb.com"",""karen_eubanks@ajg.com"",""glogan@ttb.com""]",05/24/2026,05/24/2026 05:05:31
A G Equipment Company,"TULSA TUBE BENDING, INC",tulsatubebendinginc@internalemail.com,verificationType,Collect Only,05/24/2026,05/24/2026 05:05:31
A G Equipment Company,"AIRTECH PRODUCTS, INC.",airtechproductsinc2@internalemail.com,Effective Group,!Collect_Only_Global_Insurance,05/24/2026,05/24/2026 05:05:31
