client,insured_id,insured_name,legal_name,primary_contact_email,primary_contact_name,compliance_status,verification_status,next_expiration,active,paused,country,city,state,sync_date,sync_timestamp
Canadian Pacific Kansas City,6c3ae36f-a950-4eb3-ad4e-8adb97bf19b6,JOHN KOTYLAK,,bhmk002000701@internalemail.com,,NON_COMPLIANT,NO_INSURED_RESPONSE,,false,false,CA,REGINA,SK,05/08/2026,05/08/2026 12:26:06
Canadian Pacific Kansas City,6c575b32-1efd-48de-baf6-1e320d1e2baf,KANSAS CITY POWER AND LIGHT CO,,5073701@internalemail.com,,NON_COMPLIANT,NO_INSURED_RESPONSE,,false,false,US,KANSAS CITY,MO,05/08/2026,05/08/2026 12:26:06
Canadian Pacific Kansas City,6c5cd213-1517-4da1-8c8e-e8626690d988,SECTIGO LIMITED,,cw73719@internalemail.com,,PENDING,PENDING_INSURED_SUBMISSION,,true,false,US,Scottsdale,AZ,05/08/2026,05/08/2026 12:26:06
Canadian Pacific Kansas City,6c7c6be6-fc76-466d-ad7c-404908c7dcf0,BRADNER FARMS CATTLE COMPANY LTD,,1050395-gbmk459041401@internalemail.com,,NON_COMPLIANT,PENDING_INSURED_SUBMISSION,,true,false,CA,Abbotsford,BC,05/08/2026,05/08/2026 12:26:06
Canadian Pacific Kansas City,6c7cdf6b-0d2e-4449-885e-c9ac05a0fe33,BUCKSPORT SAND AND GRAVEL,,1051629-xg8301u00791a@internalemail.com,,NON_COMPLIANT,PENDING_INSURED_SUBMISSION,2026-12-31,true,false,US,Bucksport,ME,05/08/2026,05/08/2026 12:26:06
Canadian Pacific Kansas City,6c7d3ced-5e1b-44a1-9865-3f684096185b,CITY OF TOMAH,,3107201@internalemail.com,,NON_COMPLIANT,NO_INSURED_RESPONSE,,false,false,US,TOMAH,WI,05/08/2026,05/08/2026 12:26:06
Canadian Pacific Kansas City,6c85e260-1284-4139-b42a-908d041543d8,VERSANT POWER,,xw11603182a01@internalemail.com,,NON_COMPLIANT,NO_INSURED_RESPONSE,,false,false,US,BANGOR,ME,05/08/2026,05/08/2026 12:26:06
Canadian Pacific Kansas City,6cbf36db-4d20-41b5-8807-eaeac869bd74,MAURICE G. MARCHAND,,tnmk830050102@internalemail.com,,NON_COMPLIANT,NO_INSURED_RESPONSE,,false,false,CA,WHITE RIVER,ON,05/08/2026,05/08/2026 12:26:06
Canadian Pacific Kansas City,6cc461fe-476f-4c7d-b4ef-a1e029953a9a,1787370 ONTARIO CORP. DBA,,xf40209588a02@internalemail.com,,NON_COMPLIANT,NO_INSURED_RESPONSE,,false,false,CA,BELLEVILLE,ON,05/08/2026,05/08/2026 12:26:06
Canadian Pacific Kansas City,6cd03f66-3a70-47ce-b390-68b07821c537,MRS. YONG JA HAN,,xf40412505a01@internalemail.com,,NON_COMPLIANT,NO_INSURED_RESPONSE,,false,false,CA,CAVAN,ON,05/08/2026,05/08/2026 12:26:06
Canadian Pacific Kansas City,6cdc6880-cebf-43ea-9bcd-7fd679ea5438,"BEUTLER, LESLIE WILLIAM",,1028556-bhme619000403@internalemail.com,,NON_COMPLIANT,PENDING_INSURED_SUBMISSION,,false,false,CA,Whitewood,SK,05/08/2026,05/08/2026 12:26:06
Canadian Pacific Kansas City,6ce2a9ad-9c04-435a-a6d5-09a3ffac13d9,"Mcmullen, Geraldine",,1006970-xboun02667f01@internalemail.com,,NON_COMPLIANT,PENDING_INSURED_SUBMISSION,,true,false,CA,Castlegar,BC,05/08/2026,05/08/2026 12:26:06
Canadian Pacific Kansas City,6ce326dc-2b65-4dbb-9cbe-e197fc605e02,PATTISON OUTDOOR ADVERTISING LP,,acmk074000106@internalemail.com,,NON_COMPLIANT,NO_INSURED_RESPONSE,,false,false,CA,CALGARY,AB,05/08/2026,05/08/2026 12:26:06
Canadian Pacific Kansas City,6cf6d110-b776-4e36-af88-3690b9f6f347,LANDFILL OF NORTH IOWA,,4369601@internalemail.com,,NON_COMPLIANT,NO_INSURED_RESPONSE,,false,false,US,CLEAR LAKE,IA,05/08/2026,05/08/2026 12:26:06
Canadian Pacific Kansas City,6cf89339-6d6c-411c-9b4d-7b95ce8f7be6,MARLANE METAL & BUILDING SUPPLIES INC,,xf40201402f01@internalemail.com,,NON_COMPLIANT,NO_INSURED_RESPONSE,,false,false,CA,PERTH,ON,05/08/2026,05/08/2026 12:26:06
Canadian Pacific Kansas City,6cfd9121-c0b2-40fd-b5f9-a1724d67e4bf,ACCURATE EMPLOYMENT SCREENING LLC,,cw71633@internalemail.com,,PENDING,PENDING_INSURED_SUBMISSION,2026-12-31,true,false,US,CHICAGO,IL,05/08/2026,05/08/2026 12:26:06
Canadian Pacific Kansas City,6d065a38-2e4c-4877-aa13-87911d145b9f,"TERRA INTERNATIONAL (CANADA), INC",,1045179-scomi01150a01@internalemail.com,,COMPLIANT,COMPLETE,2026-12-01,true,false,US,Deerfield,IL,05/08/2026,05/08/2026 12:26:06
Canadian Pacific Kansas City,6d0b4df1-1958-4e47-b8be-38cfde6a4fbc,DYNAMIC RAILCAR SERVICES LTD,,bhmk380002104@internalemail.com,,NON_COMPLIANT,NO_INSURED_RESPONSE,,false,false,CA,MOOSE JAW,SK,05/08/2026,05/08/2026 12:26:06
Canadian Pacific Kansas City,6d1116f6-72fd-4672-8a14-0b539710fc9d,Packaging Corporation of America,,61380@internalemail.com,,NON_COMPLIANT,PENDING_INSURED_SUBMISSION,2026-02-22,true,false,US,Lake Forest,IL,05/08/2026,05/08/2026 12:26:06
Canadian Pacific Kansas City,6d11465a-74d2-447d-8ab1-8b657c95a154,HAMPTON INN & SUITES BY HILTON BARRIE,,5710016082@internalemail.com,,NON_COMPLIANT,PENDING_INSURED_SUBMISSION,2025-09-15,true,false,CA,Barrie,ON,05/08/2026,05/08/2026 12:26:06
Canadian Pacific Kansas City,6d1ab760-8bfc-45b0-af2d-d2cd6ffd1e74,PIERIDAE ALBERTA PRODUCTION LIMITED,,xcopi00856f02@internalemail.com,,NON_COMPLIANT,NO_INSURED_RESPONSE,,false,false,CA,CALGARY,AB,05/08/2026,05/08/2026 12:26:06
Canadian Pacific Kansas City,6d1bd328-b737-4064-91b3-45deddbaabf2,SASKPOWER,,bhmk049000501@internalemail.com,,NON_COMPLIANT,NO_INSURED_RESPONSE,,false,false,CA,REGINA,SK,05/08/2026,05/08/2026 12:26:06
Canadian Pacific Kansas City,6d395e15-3b98-4405-aab5-84f3deb08dca,GOLDEN & DIST CHAMBER OF COMMERCE,,1006890-gbmk297020101@internalemail.com,,COMPLIANT,PENDING_INSURED_SUBMISSION,2026-06-18,true,false,CA,Golden,BC,05/08/2026,05/08/2026 12:26:06
Canadian Pacific Kansas City,6d3d1bab-8a1d-4b51-85c6-7c65e898d2b0,TRILOGY AG GROUP LLC,,1052042-5121201@internalemail.com,,NON_COMPLIANT,PENDING_INSURED_SUBMISSION,,true,false,US,Argyle,MN,05/08/2026,05/08/2026 12:26:06
Canadian Pacific Kansas City,6d42ae54-498c-4d32-8879-3c300e0cb119,TOWN OF OLDS,,ahmk311000501@internalemail.com,,NON_COMPLIANT,NO_INSURED_RESPONSE,,false,false,CA,OLDS,AB,05/08/2026,05/08/2026 12:26:06
Canadian Pacific Kansas City,6d53842a-a3d3-4cfa-948d-bbc3afb02663,LETHBRIDGE WESTSIDE TRAILER COURT LTD,,ahmk254001301@internalemail.com,,NON_COMPLIANT,NO_INSURED_RESPONSE,,false,false,CA,LETHBRIDGE,AB,05/08/2026,05/08/2026 12:26:06
Canadian Pacific Kansas City,6d54cc98-24ee-49f4-8301-1a08e7c48617,CANDO RAIL SERVICES LTD,,1011992-sthom00310a01@internalemail.com,,COMPLIANT,COMPLETE,2027-05-01,true,false,CA,Brandon,MB,05/08/2026,05/08/2026 12:26:06
Canadian Pacific Kansas City,6d57b3bb-1d83-490d-aa25-206ccbc6f05c,MERCER CELGAR LIMITED PARTNERSHIP,,1032507-xboun02888f01@internalemail.com,,NEW,COMPLETE,,false,false,CA,Castlegar,BC,05/08/2026,05/08/2026 12:26:06
Canadian Pacific Kansas City,6d62e0b1-cbef-45ea-8dc5-26ffbe9a7d2c,ATCO GAS (SOUTH),,xalde01190f01@internalemail.com,,NON_COMPLIANT,NO_INSURED_RESPONSE,,false,false,CA,CALGARY,AB,05/08/2026,05/08/2026 12:26:06
Canadian Pacific Kansas City,6d654919-0994-4f4b-b341-6605b7925e6b,TOWN OF SINTALUTA,,bhmk522010301@internalemail.com,,NON_COMPLIANT,NO_INSURED_RESPONSE,,false,false,CA,SINTALUTA,SK,05/08/2026,05/08/2026 12:26:06
Canadian Pacific Kansas City,6d66d67e-cfcd-4641-9d4a-477d15e1b1a8,ADM,,3105602@internalemail.com,,NON_COMPLIANT,NO_INSURED_RESPONSE,,false,false,US,HENSLER,ND,05/08/2026,05/08/2026 12:26:06
Canadian Pacific Kansas City,6d92e53f-f336-4f9f-a9eb-d4bb1c49a366,CITY OF VERNON,,gbmk337080301@internalemail.com,,NON_COMPLIANT,NO_INSURED_RESPONSE,,false,false,CA,VERNON,BC,05/08/2026,05/08/2026 12:26:06
Canadian Pacific Kansas City,6d9357eb-da58-4a2c-954c-9c4ea39fc128,SASKATCHEWAN MINISTRY OF HIGHWAYS,,1052842-xcopi00840f02@internalemail.com,,NON_COMPLIANT,PENDING_INSURED_SUBMISSION,,true,false,CA,Saskatoon,SK,05/08/2026,05/08/2026 12:26:06
Canadian Pacific Kansas City,6d943fd6-501d-47c9-986c-c3889d689cbc,BRANOVA NORTH DEVELOPMENTS INC.,,1038748-xf40301506a02@internalemail.com,,NON_COMPLIANT,PENDING_INSURED_SUBMISSION,,true,false,CA,Vaughan,ON,05/08/2026,05/08/2026 12:26:06
Canadian Pacific Kansas City,6d9a6956-9cb2-4024-b68b-aef1df1761a6,LINE RIDER CYCLES LLC,,cmqn017010101@internalemail.com,,NON_COMPLIANT,NO_INSURED_RESPONSE,,false,false,US,NORTH TROY,VT,05/08/2026,05/08/2026 12:26:06
Canadian Pacific Kansas City,6dad67cb-b57a-46ca-a353-3594d39cb68e,CITY OF GREATER SUDBURY,,tnmk708690101@internalemail.com,,NON_COMPLIANT,NO_INSURED_RESPONSE,,false,false,CA,SUDBURY,ON,05/08/2026,05/08/2026 12:26:06
Canadian Pacific Kansas City,6dae27fd-df18-4f27-9d40-8116e7bc02dc,RW ORGANIC LTD,,bhme385000403@internalemail.com,,NON_COMPLIANT,NO_INSURED_RESPONSE,,false,false,CA,MOSSBANK,SK,05/08/2026,05/08/2026 12:26:06
Canadian Pacific Kansas City,6dbc9f4f-7c01-404e-8e61-89f53bba622d,POLYONE CORPORATION,,1029873-3150101@internalemail.com,,NON_COMPLIANT,PENDING_INSURED_SUBMISSION,,true,false,US,Eagan,MN,05/08/2026,05/08/2026 12:26:06
Canadian Pacific Kansas City,6dcacf88-78ae-4043-b67d-1faf44f6f26d,SANDMAN HOTELS & INNS,,cw70234@internalemail.com,,NON_COMPLIANT,PENDING_INSURED_SUBMISSION,,true,false,CA,Cache Creek,BC,05/08/2026,05/08/2026 12:26:06
Canadian Pacific Kansas City,6dd13538-06c0-4f0b-8fe7-12e77b52f9a2,SARATOGA COUNTY,,4275201@internalemail.com,,NON_COMPLIANT,NO_INSURED_RESPONSE,,false,false,US,BALLSTON SPA,NY,05/08/2026,05/08/2026 12:26:06
Canadian Pacific Kansas City,6ddf6be2-c813-426b-baee-4072c78784a3,SUMITOMO CANADA LIMITED,,cw73512@internalemail.com,,PENDING,PENDING_INSURED_SUBMISSION,,true,false,CA,CALGARY,AB,05/08/2026,05/08/2026 12:26:06
Canadian Pacific Kansas City,6df67a2f-4611-4251-9fb4-3e9208b8b06c,PATERSON GLOBAL FOODS INC.,,lua00004@internalemail.com,,NON_COMPLIANT,PENDING_INSURED_SUBMISSION,2026-03-31,true,false,CA,Winnipeg,MB,05/08/2026,05/08/2026 12:26:06
Canadian Pacific Kansas City,6dfc4a37-de3d-4a4d-aeaf-9ed01e724c8d,1641186 ALBERTA LTD,,1053986-acmk069014101@internalemail.com,,COMPLIANT,COMPLETE,2026-09-30,true,false,CA,Calgary,AB,05/08/2026,05/08/2026 12:26:06
Canadian Pacific Kansas City,6e020b49-2ec3-4545-9109-ff16d69f5bee,NORMA BARNES & RYAN BARNES,,tnmk054020704@internalemail.com,,NON_COMPLIANT,NO_INSURED_RESPONSE,,false,false,CA,SUDBURY,ON,05/08/2026,05/08/2026 12:26:06
Canadian Pacific Kansas City,6e03ea79-d377-423a-8227-dd6d6af7e468,WABTEC TRANSPORTATION SYSTEMS LLC,,cw66382@internalemail.com,Deactivate,NON_COMPLIANT,PENDING_INSURED_SUBMISSION,2025-10-01,false,false,US,Hanover Park,IL,05/08/2026,05/08/2026 12:26:06
Canadian Pacific Kansas City,6e1155c4-3413-4d2b-90f7-ab9c8cbb7363,J J KELLER & ASSOC INC,,2200001651@internalemail.com,,NON_COMPLIANT,PENDING_INSURED_SUBMISSION,2022-01-01,true,false,US,Neenah,WI,05/08/2026,05/08/2026 12:26:06
Canadian Pacific Kansas City,6e161cb8-8543-4e42-a27e-8fcfe8a328ac,GLEN ECHO RESORTS LTD,,xshu06798f201@internalemail.com,,NON_COMPLIANT,NO_INSURED_RESPONSE,,false,false,CA,SALMON ARM,BC,05/08/2026,05/08/2026 12:26:06
Canadian Pacific Kansas City,6e2215d2-0c08-4a9b-9e46-03d9ff5c5d37,IOWA LAKES REGIONAL WATER,,4367001@internalemail.com,,NON_COMPLIANT,NO_INSURED_RESPONSE,,false,false,US,SPENCER,IA,05/08/2026,05/08/2026 12:26:06
Canadian Pacific Kansas City,6e224ee4-f1b7-4291-afc2-327c684544a8,OKANAGAN SIMILKAMEEN COOPERATIVE,,xnels06423f02@internalemail.com,,NON_COMPLIANT,NO_INSURED_RESPONSE,,false,false,CA,OLIVER BC,BC,05/08/2026,05/08/2026 12:26:06
Canadian Pacific Kansas City,6e28cf58-3ad5-4662-87e9-7aad3a168b81,TOMAH LUMBER & FUEL,,1015919-2601505@internalemail.com,,COMPLIANT,PENDING_INSURED_SUBMISSION,2026-07-01,true,false,US,Tomah,WI,05/08/2026,05/08/2026 12:26:06
Canadian Pacific Kansas City,6e381070-fae7-4e48-9a70-daed5da088e5,LAKEVIEW INN & SUITES,,5710014855@internalemail.com,,PENDING,PENDING_INSURED_SUBMISSION,,true,false,CA,FORT SASKATCHEWAN,SK,05/08/2026,05/08/2026 12:26:06
Canadian Pacific Kansas City,6e44403d-8eaf-4adf-8491-b88e4f21e897,7059826 MANITOBA INC,,cwmk268770102@internalemail.com,,NON_COMPLIANT,NO_INSURED_RESPONSE,,false,false,CA,WINNIPEG,MB,05/08/2026,05/08/2026 12:26:06
Canadian Pacific Kansas City,6e681003-dbcf-4c77-9153-368efea2e9b0,TORCAD,,xf40500906b01@internalemail.com,,NON_COMPLIANT,NO_INSURED_RESPONSE,,false,false,CA,TORONTO,ON,05/08/2026,05/08/2026 12:26:06
Canadian Pacific Kansas City,6e761b1c-237f-4614-99f6-554871a0e27e,NELSON FORD SALES (2003) INC,,1038063-gbmk318030306@internalemail.com,,NON_COMPLIANT,PENDING_INSURED_SUBMISSION,2026-05-01,true,false,CA,Nelson,BC,05/08/2026,05/08/2026 12:26:06
Canadian Pacific Kansas City,6e85f2c0-4231-463e-abf7-32414f01651d,TOWN OF WILTON WATER & SEWER AUTHORITY,,417019701@internalemail.com,,NON_COMPLIANT,NO_INSURED_RESPONSE,,false,false,US,GANSEVOORT,NY,05/08/2026,05/08/2026 12:26:06
Canadian Pacific Kansas City,6e8f1d46-a3ca-421b-979a-6e4f7ad3cb41,MARTECH ELECTRICAL SYSTEMS LTD,,1044849-gbmk318001202@internalemail.com,,NON_COMPLIANT,PENDING_INSURED_SUBMISSION,,true,false,CA,Castlegar,BC,05/08/2026,05/08/2026 12:26:06
Canadian Pacific Kansas City,6e92900c-897c-4911-a029-82496559242c,SUPER 8 BY WYNDHAM KENORA,,cw58173@internalemail.com,,PENDING,PENDING_INSURED_SUBMISSION,,true,false,CA,KENORA,ON,05/08/2026,05/08/2026 12:26:06
Canadian Pacific Kansas City,6e988603-f8c6-4224-a096-e6cf93be9d0b,COMPASS MINERALS AMERICA INC,,3207501@internalemail.com,,NON_COMPLIANT,NO_INSURED_RESPONSE,,false,false,US,OVERLAND PARK,KS,05/08/2026,05/08/2026 12:26:06
Canadian Pacific Kansas City,6eb47edb-74cc-4d33-95ea-cbae7150249e,JANE HUMPHREYS & STEPHEN QUIST,,1053415-xf24310640a01@internalemail.com,,NON_COMPLIANT,PENDING_INSURED_SUBMISSION,,true,false,CA,Kemptville,ON,05/08/2026,05/08/2026 12:26:06
Canadian Pacific Kansas City,6ec354e7-2ea5-4b6f-82bc-50cfe50bff08,NCC GLOBAL SOFTWARE RESILIENCE NA L,,cw71566@internalemail.com,,NON_COMPLIANT,PENDING_INSURED_SUBMISSION,,true,false,US,Alpharetta,GA,05/08/2026,05/08/2026 12:26:06
Canadian Pacific Kansas City,6ec53cfb-a4a7-4511-8fa4-4e09d53f7ce8,INTER PIPELINE PROPYLENE LTD,,ahmk448008201@internalemail.com,,NON_COMPLIANT,NO_INSURED_RESPONSE,,false,false,CA,CALGARY,AB,05/08/2026,05/08/2026 12:26:06
Canadian Pacific Kansas City,6ece9b20-84b3-48e2-8707-7c46696df119,SI SYSTEMS PARTNERSHIP,,cw64130@internalemail.com,,NON_COMPLIANT,PENDING_INSURED_SUBMISSION,2026-01-05,true,false,CA,Calgary,AB,05/08/2026,05/08/2026 12:26:06
Canadian Pacific Kansas City,6ee55173-7ce3-4f0c-b4fa-69ffa975f282,COMPLEXE FUNERAIRE,,cmqk075010101@internalemail.com,,NON_COMPLIANT,NO_INSURED_RESPONSE,,false,false,CA,COWANSVILLE,QC,05/08/2026,05/08/2026 12:26:06
Canadian Pacific Kansas City,6ee7a040-f637-4169-9c96-aba6463388f3,HAWKINS INC,,1013994-3074301@internalemail.com,,COMPLIANT,COMPLETE,2026-09-30,true,false,US,Minneapolis,MN,05/08/2026,05/08/2026 12:26:06
Canadian Pacific Kansas City,6ee8bd3a-475d-4d74-9284-6a0db2554300,FILLION VENTURIES 21 INC,,xbroa04278f01@internalemail.com,,NON_COMPLIANT,NO_INSURED_RESPONSE,,false,false,CA,VIRDEN,MB,05/08/2026,05/08/2026 12:26:06
Canadian Pacific Kansas City,6eec48c6-fda0-476d-ba2e-c50542da7b33,GENERAL SCRAP,,1001115-cwmk268005302@internalemail.com,,NON_COMPLIANT,PENDING_INSURED_SUBMISSION,,true,false,CA,Winnipeg,MB,05/08/2026,05/08/2026 12:26:06
Canadian Pacific Kansas City,6efccb4e-2f20-464d-ae38-7cc78ca32a8a,WATERTOWN COLLABORATIVE FIBER OPTIC,,1050905-5084001@internalemail.com,,NON_COMPLIANT,PENDING_INSURED_SUBMISSION,,true,false,US,Watertown,WI,05/08/2026,05/08/2026 12:26:06
Canadian Pacific Kansas City,6f089835-9387-47de-951a-029e8bd3d082,MODERN METALS FOUNDRY INC,,1014820-2929902@internalemail.com,,COMPLIANT,COMPLETE,2027-02-01,true,false,US,Bloomington,MN,05/08/2026,05/08/2026 12:26:06
Canadian Pacific Kansas City,6f0e018d-a10b-40c9-9ab3-55a6178e6dc0,ROSLIN ENTERPRISES INC,,1053932-sminn02150c01@internalemail.com,,NON_COMPLIANT,PENDING_INSURED_SUBMISSION,2027-01-31,true,false,CA,Princeton,ON,05/08/2026,05/08/2026 12:26:06
Canadian Pacific Kansas City,6f26956d-47da-4b5d-9888-68d953178a63,BROWN COUNTY RURAL ELECTRICAL ASSOC,,1042355-4114701@internalemail.com,,COMPLIANT,COMPLETE,2027-01-01,true,false,US,Sleepy Eye,MN,05/08/2026,05/08/2026 12:26:06
Canadian Pacific Kansas City,6f2bf321-51f8-4c2a-ba48-ee520442c5b5,2076898 Alberta Ltd,,1053343-acmk014001201@internalemail.com,,COMPLIANT,COMPLETE,2026-09-01,true,false,CA,Calgary,AB,05/08/2026,05/08/2026 12:26:06
Canadian Pacific Kansas City,6f39859b-6566-40f8-969c-2f68d020bff7,COMMONWEALTH EDISON CO.,,4363201@internalemail.com,,NON_COMPLIANT,NO_INSURED_RESPONSE,,false,false,US,OAKBROOK TERRACE,IL,05/08/2026,05/08/2026 12:26:06
Canadian Pacific Kansas City,6f3fe00e-1197-41e1-b74d-b3f1a0576f79,MEDIACOM MINNESOTA LLC,,5061901@internalemail.com,,NON_COMPLIANT,NO_INSURED_RESPONSE,,false,false,US,WASECA,MN,05/08/2026,05/08/2026 12:26:06
Canadian Pacific Kansas City,6f49c476-5d47-4b90-b6cb-94810fd10304,COMFORT INN LAKE GEORGE,,5710016648@internalemail.com,,NON_COMPLIANT,PENDING_INSURED_SUBMISSION,2026-10-03,true,false,US,Lake George,NY,05/08/2026,05/08/2026 12:26:06
Canadian Pacific Kansas City,6f5d6f29-0a7c-4352-a47c-779eb6275991,"CF INDUSTRIES, INC.",,1013071-3323101@internalemail.com,,COMPLIANT,COMPLETE,2026-12-01,true,false,US,Deerfield,IL,05/08/2026,05/08/2026 12:26:06
Canadian Pacific Kansas City,6f63b3d7-60c2-4f41-b23f-8fd809a29bfb,HEARTLAND PETROCHEMICAL COMPLEX LP,,1048368-sscot13590a01@internalemail.com,,COMPLIANT,COMPLETE,2026-12-01,true,false,CA,Calgary,AB,05/08/2026,05/08/2026 12:26:06
Canadian Pacific Kansas City,6f63ff4d-2b1f-414d-a85c-20d4d713a4a0,J KOSKI TRUCKING INC,,1041560-3256401@internalemail.com,,NON_COMPLIANT,PENDING_INSURED_SUBMISSION,,true,false,US,Superior,WI,05/08/2026,05/08/2026 12:26:06
Canadian Pacific Kansas City,6f684d10-241e-4496-b311-abf6f21b564a,SHORT GRASS RANCHES LTD,,xmacr12652f02@internalemail.com,,NON_COMPLIANT,NO_INSURED_RESPONSE,,false,false,CA,MEDICINE HAT,AB,05/08/2026,05/08/2026 12:26:06
Canadian Pacific Kansas City,6f6b4c62-2d5d-4da1-b79c-ef69d18666c6,SHELL CANADA PRODUCTS LTD,,mrede05666e01@internalemail.com,,NON_COMPLIANT,NO_INSURED_RESPONSE,,false,false,CA,CALGARY,AB,05/08/2026,05/08/2026 12:26:06
Canadian Pacific Kansas City,6f7035d5-b736-4220-945b-362db71d0ff3,PARRY SOUND SNOWMOBILE DISTRICT (PSSD),,xf60102396a01@internalemail.com,,NON_COMPLIANT,NO_INSURED_RESPONSE,,false,false,CA,PARRY SOUND,ON,05/08/2026,05/08/2026 12:26:06
Canadian Pacific Kansas City,6f720edb-5649-4987-9ee6-bee6bc6c1629,KEEFERS LAND & CROSSING ASSOCIATION,,xthom11070f04@internalemail.com,,NON_COMPLIANT,NO_INSURED_RESPONSE,,false,false,CA,BOSTON BAR,BC,05/08/2026,05/08/2026 12:26:06
Canadian Pacific Kansas City,6f726feb-b509-40c8-b6ea-158fec6a439b,VITERRA INC.,,1006346-bhmk498000204@internalemail.com,,NON_COMPLIANT,PENDING_INSURED_SUBMISSION,2026-04-30,false,false,CA,Winnipeg,MB,05/08/2026,05/08/2026 12:26:06
Canadian Pacific Kansas City,6f7bb8b5-42e8-4e9b-9dd2-267ef3383524,PRINCETON CONSULTANTS INC,,cw71770@internalemail.com,,COMPLIANT,COMPLETE,2026-10-18,true,false,CA,Princeton,NJ,05/08/2026,05/08/2026 12:26:06
Canadian Pacific Kansas City,6f815ecc-6bf4-4285-947b-89406b691f9f,MADAME JOHANNE ST-PIERRE,,xg820301940a@internalemail.com,,NON_COMPLIANT,NO_INSURED_RESPONSE,,false,false,CA,MILAN,QC,05/08/2026,05/08/2026 12:26:06
Canadian Pacific Kansas City,6f8ba057-dc0b-45a9-a744-911dfc3c6dae,Savage Canac Corporation,,lua00009@internalemail.com,,NON_COMPLIANT,PENDING_INSURED_SUBMISSION,2027-04-01,true,false,US,Midvale,UT,05/08/2026,05/08/2026 12:26:06
Canadian Pacific Kansas City,6f9d7e27-ccd5-4229-83af-09a4ba1b41dd,RIVERLAND AG CORP,,1036009-2087801@internalemail.com,,NON_COMPLIANT,PENDING_INSURED_SUBMISSION,2026-03-01,true,false,US,Minneapolis,MN,05/08/2026,05/08/2026 12:26:06
Canadian Pacific Kansas City,6fc317e4-0c9a-445b-a9b6-e0d8bde72b88,BIG HOUSE HOLDINGS,,1020328-bhmk497000602@internalemail.com,,NON_COMPLIANT,PENDING_INSURED_SUBMISSION,,false,false,CA,Big River,SK,05/08/2026,05/08/2026 12:26:06
Canadian Pacific Kansas City,6fc385d0-230b-44f7-9761-939849017fc8,KEYERA PARTNERSHIP,,ahmk102000301@internalemail.com,,NON_COMPLIANT,NO_INSURED_RESPONSE,,false,false,CA,CALGARY,AB,05/08/2026,05/08/2026 12:26:06
Canadian Pacific Kansas City,6fd43846-f91a-412c-856d-7ab1eaad9e59,OBCORP HOLDINGS INC,,xscot16847f05@internalemail.com,,NON_COMPLIANT,NO_INSURED_RESPONSE,,false,false,CA,EDMONTON,AB,05/08/2026,05/08/2026 12:26:06
Canadian Pacific Kansas City,6fdbef48-932a-41f3-ba43-aa7a93a9fa83,DOUBLE TREE BY HILTON HOTEL KAMLOOPS,,5710014946@internalemail.com,,NON_COMPLIANT,PENDING_INSURED_SUBMISSION,2026-12-01,true,false,CA,Kamloops,BC,05/08/2026,05/08/2026 12:26:06
Canadian Pacific Kansas City,700173e2-f11f-4aab-abf9-e25087c493d8,PEERLESS DENTAL TECHNOLOGIES,,acmk074000204@internalemail.com,,NON_COMPLIANT,NO_INSURED_RESPONSE,,false,false,CA,CALGARY,AB,05/08/2026,05/08/2026 12:26:06
Canadian Pacific Kansas City,700facd8-63b1-4b39-9cda-0e11481f5991,Big Moose Point Road Asso,,1051627-xg8101u03830a@internalemail.com,,COMPLIANT,COMPLETE,2026-12-13,true,false,US,Greenville,ME,05/08/2026,05/08/2026 12:26:06
Canadian Pacific Kansas City,700fb906-05cd-4214-b9fd-f43ebd2461ea,CITY OF ST PAUL PARKS AND RECREATION,,5047401@internalemail.com,,NON_COMPLIANT,NO_INSURED_RESPONSE,,false,false,US,ST PAUL,MN,05/08/2026,05/08/2026 12:26:06
Canadian Pacific Kansas City,701b6940-2927-4e95-b699-6469e10d7d0d,VILLE DE SUTTON,,1054350-cmqk363010301@internalemail.com,,NON_COMPLIANT,PENDING_INSURED_SUBMISSION,2025-12-31,true,false,CA,Sutton,QC,05/08/2026,05/08/2026 12:26:06
Canadian Pacific Kansas City,7024c52d-dfdd-4c12-9083-2d88cf369981,DR. JACQUES GAGNE ET M. PAUL CARBONNEAU,,cmqk357010101@internalemail.com,,NON_COMPLIANT,NO_INSURED_RESPONSE,,false,false,CA,SHERBROOKE,QC,05/08/2026,05/08/2026 12:26:06
Canadian Pacific Kansas City,70284299-8e34-4f1a-bb97-bc24dbc105ba,PNR RAILWORKS INC,,1047479-ahmk227000701@internalemail.com,,NON_COMPLIANT,PENDING_INSURED_SUBMISSION,,true,false,CA,Abbotsford,BC,05/08/2026,05/08/2026 12:26:06
Canadian Pacific Kansas City,702f5768-b4c2-49ab-abbd-8527cc230250,PROSKO FARMS LTD,,bhme482000102@internalemail.com,,NON_COMPLIANT,NO_INSURED_RESPONSE,,false,false,CA,ROSE VALLEY,SK,05/08/2026,05/08/2026 12:26:06
Canadian Pacific Kansas City,704bc1da-5e12-465f-b3e0-5f2da1b4646a,TOTAL LUBRIFIANTS CANADA INC,,kmmk170060101@internalemail.com,,NON_COMPLIANT,NO_INSURED_RESPONSE,,false,false,CA,LASALLE,QC,05/08/2026,05/08/2026 12:26:06
