client,id,display_name,requirement,cred_name,country,state,county_or_region,city,issuing_authority,sync_date,sync_timestamp
A G Equipment Company,60bf75ba-24f4-42cc-9814-982e7269043c,"United States, Oregon, Lane County - Lane County Health and Human Services - Food Establishment Permit",FOOD_SERVICES,Food Establishment Permit,United States,,,Lane County,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,4264cd95-4c42-4fb5-a1b3-8112015789e8,"United States, Oregon, Lincoln County - Lincoln County Health and Human Services - Food Establishment Permit",FOOD_SERVICES,Food Establishment Permit,United States,,,Lincoln County,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,ac3a116a-c278-49fe-adef-13301809553d,"United States, New York, Adirondack, Arlington - New York State Department of Health, Saranac Lake District - Food Service Establishment Permit",FOOD_SERVICES,Food Service Establishment Permit,United States,New York,,Arlington,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,2b8447fe-617c-4a9f-a379-2613b046daed,"United States, Texas, Tarrant County, Arlington - Arlington City Health Services - Food Establishment Permit",FOOD_SERVICES,Food Establishment Permit,United States,Texas,,Arlington,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,95af7c8d-4836-40a5-9d47-1344af3f26b3,"United States, Pennsylvania, Harrisburg - City of Harrisburg Office of Health - Public Eating and Drinking Establishment License",FOOD_SERVICES,Public Eating and Drinking Establishment License,United States,Pennsylvania,,Harrisburg,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,8de19a24-840f-4bb8-abe5-3fb2178d9f8c,"United States, New Jersey, Hudson County, Jersey City - Jersey City Division of Environmental Health - Retail Food Establishment License",FOOD_SERVICES,Retail Food Establishment License,United States,New Jersey,,Jersey City,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,d338534d-7608-4265-a59a-7e5a789d9312,"United States, New Jersey, Hudson County, Jersey City - Jersey City Division of Environmental Health - Food Manager Certification",FOOD_SERVICES,Food Manager Certification,United States,New Jersey,,Jersey City,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,b7ce36bc-a755-4339-9b04-ddc42f89f0fe,"United States, Texas, San Antonio - San Antonio Metro Health District - Food Service Establishment Permit",FOOD_SERVICES,Food Service Establishment Permit,United States,Texas,,San Antonio,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,3422b2a1-a094-491f-94ff-4dc7410028b7,"United States, Pennsylvania, State College, State College - State College Borough Health Department - Retail Food Facility License",FOOD_SERVICES,Retail Food Facility License,United States,Pennsylvania,,State College,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,9a8943ed-5aa0-41f4-9051-f889f29d056b,"United States, Oklahoma, Tulsa County, Tulsa - Tulsa County Health Department - Food License (City)",FOOD_SERVICES,Food License (City),United States,Oklahoma,,Tulsa,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,e769c676-bc8e-4962-9932-8603f3f84319,"United States, Oklahoma, Tulsa County, Tulsa - City of Tulsa License Center - Certified Food Service Manager",FOOD_SERVICES,Certified Food Service Manager,United States,Oklahoma,,Tulsa,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,8933667f-0c41-4982-8be2-974e0c1e76a1,"United States, Oklahoma, Tulsa County, Tulsa - Tulsa County Health Department - Food Handler Permit",FOOD_SERVICES,Food Handler Permit,United States,Oklahoma,,Tulsa,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,fd20f29d-d04c-4d92-9f88-c030b0f87508,"United States, Alabama - Alabama Licensing Board for General Contractors - General Contractor License",CONTRACTOR_LICENSE,General Contractor License,United States,Alabama,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,e70c2b9f-7615-4d7b-a49f-4abf43e4afd8,"United States, Alaska - Alaska Department of Commerce, Community, and Economic Development - General Contractor License",CONTRACTOR_LICENSE,General Contractor License,United States,Alaska,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,1654b024-36fb-43c0-9564-28212834480e,"United States, Arizona - Arizona Registrar of Contractors - General Commercial Contractor License",CONTRACTOR_LICENSE,General Commercial Contractor License,United States,Arizona,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,bdd48279-063b-439f-a40e-6a047db1d7d3,"United States, Arkansas - Arkansas Contractors Licensing Board - Commercial Contractor License",CONTRACTOR_LICENSE,Commercial Contractor License,United States,Arkansas,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,37bb8405-ae83-4f57-95f8-17a25e2d4f1e,"United States, California - California Contractors State License Board - Class B – General Building Contractor License",CONTRACTOR_LICENSE,Class B – General Building Contractor License,United States,California,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,986392a7-31b9-415b-9aa6-18a2a80ac0f9,"United States, Colorado - Appropriate city or county authority - General Contractor License",CONTRACTOR_LICENSE,General Contractor License,United States,Colorado,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,6cc41b86-c116-4c13-bd62-c99ed8e4ead4,"United States, Connecticut - Connecticut Department of Consumer Protection - Home Improvement Contractor Registration",CONTRACTOR_LICENSE,Home Improvement Contractor Registration,United States,Connecticut,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,a20787e2-af2b-4787-ac26-6ca97f4f8dbb,"United States, Delaware - Delaware Division of Revenue - General Contractor License",CONTRACTOR_LICENSE,General Contractor License,United States,Delaware,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,03e7d298-1391-4bd4-8c72-598b376348e6,"United States, Florida - Florida Department of Business and Professional Regulation - Certified General Contractor License",CONTRACTOR_LICENSE,Certified General Contractor License,United States,Florida,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,a9fbe5fe-b0eb-47fb-a491-43d799c24393,"United States, Georgia - Georgia State Licensing Board for Residential and General Contractors - General Contractor License",CONTRACTOR_LICENSE,General Contractor License,United States,Georgia,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,63197746-30ed-4ecb-9ab9-e76f6f229ea5,"United States, Hawaii - Hawaii Department of Commerce and Consumer Affairs - General Building Contractor License",CONTRACTOR_LICENSE,General Building Contractor License,United States,Hawaii,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,acbbb721-a910-46ef-aed6-7cd83d89b747,"United States, Idaho - Idaho Contractors Board - General Contractor License",CONTRACTOR_LICENSE,General Contractor License,United States,Idaho,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,ec6bbc76-19c9-46b4-a0d9-3a66f677ece3,"United States, Illinois - Appropriate city or county authority - General Contractor License",CONTRACTOR_LICENSE,General Contractor License,United States,Illinois,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,1332bccc-68b9-426a-81c0-c9eee8ca5567,"United States, Indiana - Appropriate city or county authority - General Contractor License",CONTRACTOR_LICENSE,General Contractor License,United States,Indiana,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,fc6a129d-83a4-461f-ba54-a160e83e3466,"United States, Iowa - Iowa Division of Labor - Contractor Registration",CONTRACTOR_LICENSE,Contractor Registration,United States,Iowa,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,2f8a1a82-1227-47b4-b1a9-e14665ff7084,"United States, Kansas - Appropriate city or county authority - General Contractor License",CONTRACTOR_LICENSE,General Contractor License,United States,Kansas,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,68286cc3-96b8-4ad1-803f-0cc63f19f620,"United States, Kentucky - Appropriate city or county authority - General Contractor License",CONTRACTOR_LICENSE,General Contractor License,United States,Kentucky,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,705604e3-5619-4807-8689-bc44b95de6fc,"United States, Louisiana - Louisiana State Licensing Board for Contractors - Commercial Contractor License",CONTRACTOR_LICENSE,Commercial Contractor License,United States,Louisiana,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,fdca98e0-c393-4b30-a28a-0bb93832f108,"United States, Maryland - Maryland Home Improvement Commission - Home Improvement Contractor License",CONTRACTOR_LICENSE,Home Improvement Contractor License,United States,Maryland,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,4178dace-2c9d-4baf-b993-d70d5f53302e,"United States, Massachusetts - Massachusetts Office of Public Safety and Inspections - Construction Supervisor License",CONTRACTOR_LICENSE,Construction Supervisor License,United States,Massachusetts,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,0ba6d5dd-e881-4418-bfe3-02ba0dbf595f,"United States, Michigan - Michigan Department of Licensing and Regulatory Affairs - Residential Builder License",CONTRACTOR_LICENSE,Residential Builder License,United States,Michigan,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,cce5eb02-76a7-41cf-aee6-3b5cd4b6492a,"United States, Minnesota - Minnesota Department of Labor and Industry - Residential Building Contractor License",CONTRACTOR_LICENSE,Residential Building Contractor License,United States,Minnesota,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,3dc7a168-b20f-4a5e-9fa1-8276f415f849,"United States, Mississippi - Mississippi State Board of Contractors - General Contractor License",CONTRACTOR_LICENSE,General Contractor License,United States,Mississippi,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,5eb86e38-71d8-4e7d-ae41-2f98c8045515,"United States, Missouri - Appropriate city or county authority - General Contractor License",CONTRACTOR_LICENSE,General Contractor License,United States,Missouri,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,0fb36e3e-db1a-4c94-a624-96239be6f909,"United States, Montana - Montana Department of Labor and Industry - Contractor Registration",CONTRACTOR_LICENSE,Contractor Registration,United States,Montana,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,59c3d7f3-bf69-48ad-aa14-5254b9c04a24,"United States, Nebraska - Nebraska Department of Labor - Contractor Registration",CONTRACTOR_LICENSE,Contractor Registration,United States,Nebraska,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,28d58501-3a37-4187-ad7c-cc72672cdd4f,"United States, Nevada - Nevada State Contractors Board - General Building Contractor License",CONTRACTOR_LICENSE,General Building Contractor License,United States,Nevada,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,b54910b9-4a57-4d74-80a0-ffbd954c5c3a,"United States, New Jersey - New Jersey Division of Consumer Affairs - Home Improvement Contractor Business Registration",CONTRACTOR_LICENSE,Home Improvement Contractor Business Registration,United States,New Jersey,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,65fa8a13-9b9c-4360-bed1-7f97af7861a0,"United States, New Mexico - New Mexico Regulation and Licensing Department - General Building Contractor License",CONTRACTOR_LICENSE,General Building Contractor License,United States,New Mexico,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,0ebe645a-459c-4fd1-a1ca-53e824c999bb,"United States, New York - Appropriate city or county authority - General Contractor License",CONTRACTOR_LICENSE,General Contractor License,United States,New York,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,abb0d36e-d8be-4114-882a-886bd9fcc9ee,"United States, North Carolina - North Carolina Licensing Board for General Contractors - General Contractor License",CONTRACTOR_LICENSE,General Contractor License,United States,North Carolina,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,46e482f4-e7a2-4fb4-bce9-18e894c4f3c7,"United States, North Dakota - North Dakota Secretary of State - General Contractor License",CONTRACTOR_LICENSE,General Contractor License,United States,North Dakota,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,74d250c8-f38e-43cf-97bb-c0ecada77abc,"United States, Ohio - Appropriate city or county authority - General Contractor License",CONTRACTOR_LICENSE,General Contractor License,United States,Ohio,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,7aa1aac9-19b1-4d19-9810-4b9d9f68f8a6,"United States, Oregon - Oregon Construction Contractors Board - Residential and Commercial General Contractor License",CONTRACTOR_LICENSE,Residential and Commercial General Contractor License,United States,Oregon,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,03e6327f-738b-413e-ac20-770bb1613ffc,"United States, Pennsylvania - Pennsylvania Attorney General's Office - Home Improvement Contractor Registration",CONTRACTOR_LICENSE,Home Improvement Contractor Registration,United States,Pennsylvania,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,538d1e6f-8345-418a-9768-c37e27fe00d9,"United States, Rhode Island - Rhode Island Contractors' Registration and Licensing Board - Contractor Registration",CONTRACTOR_LICENSE,Contractor Registration,United States,Rhode Island,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,d1c6cf12-2c76-4b97-9663-d998b8beb3a4,"United States, South Carolina - South Carolina Department of Labor, Licensing and Regulation - General Contractor License",CONTRACTOR_LICENSE,General Contractor License,United States,South Carolina,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,92f26bd7-d367-4492-a613-33725b264d86,"United States, South Dakota - Appropriate city or county authority - General Contractor License",CONTRACTOR_LICENSE,General Contractor License,United States,South Dakota,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,5d7a44d3-e683-44f3-9ed7-b3cf8d61710d,"United States, Tennessee - Tennessee Board for Licensing Contractors - General Contractor License",CONTRACTOR_LICENSE,General Contractor License,United States,Tennessee,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,fb166dc4-dbf6-4c12-9493-b79798df13c1,"United States, Utah - Utah Division of Occupational and Professional Licensing - General Building Contractor License",CONTRACTOR_LICENSE,General Building Contractor License,United States,Utah,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,bda8904e-8017-486e-baa8-42f20ec051dc,"United States, Virginia - Virginia Department of Professional and Occupational Regulation - Class A, B, or C Contractor License",CONTRACTOR_LICENSE,"Class A, B, or C Contractor License",United States,Virginia,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,20657668-414e-4d8d-9e5e-ee36f56a1a76,"United States, Washington - Washington State Department of Labor & Industries - General Contractor License",CONTRACTOR_LICENSE,General Contractor License,United States,Washington,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,e3863553-2067-49ce-bbb9-d8099b4189bb,"United States, West Virginia - West Virginia Division of Labor Contractor Licensing Board - General Contractor License",CONTRACTOR_LICENSE,General Contractor License,United States,West Virginia,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,7045ba87-8b97-4bcf-ac55-e6c190770f78,"United States, Wisconsin - Wisconsin Department of Safety and Professional Services - Dwelling Contractor License",CONTRACTOR_LICENSE,Dwelling Contractor License,United States,Wisconsin,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,62e5a27b-21e9-48aa-94fa-ef0f1d5b1b99,"United States, Wyoming - Appropriate city or county authority - General Contractor License",CONTRACTOR_LICENSE,General Contractor License,United States,Wyoming,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,e4ad41c9-a14f-4e17-8354-a2829955e2fa,"United States, Washington D.C. - DC Department of Buildings, Occupational and Professional Licensing Division - General Contractor/Construction Manager License",CONTRACTOR_LICENSE,General Contractor/Construction Manager License,United States,Washington D.C.,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,746738d6-594d-4fba-a003-934766fc1468,"United States, Alabama - Alabama Plumbers and Gas Fitters Examining Board - Master Plumber License",PLUMBER_LICENSE,Master Plumber License,United States,Alabama,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,4a1fe435-3162-4fc6-9108-7a34c753b662,"United States, Alaska - Alaska Department of Commerce, Community, and Economic Development - Mechanical Administrator: Plumbing",PLUMBER_LICENSE,Mechanical Administrator: Plumbing,United States,Alaska,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,15675a92-eada-4684-881b-c24e72f21e10,"United States, Arizona - Arizona Registrar of Contractors - Plumbing Contractor License",PLUMBER_LICENSE,Plumbing Contractor License,United States,Arizona,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,f5f090ca-fdd9-4ee5-a737-9065825e2f9c,"United States, Arkansas - Arkansas Department of Health, Plumbing and Natural Gas Section - Master Plumber License",PLUMBER_LICENSE,Master Plumber License,United States,Arkansas,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,d1122edd-4f4e-4189-bbc0-1f9698a3b9d8,"United States, California - California Contractors State License Board - C-36 Plumbing Contractor License",PLUMBER_LICENSE,C-36 Plumbing Contractor License,United States,California,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,807f3cae-2f00-48e9-85f0-e046842c3611,"United States, Colorado - Colorado Department of Regulatory Agencies, State Plumbing Board - Master Plumber License",PLUMBER_LICENSE,Master Plumber License,United States,Colorado,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,bcf07528-80c2-4d6c-9381-54517f2b1714,"United States, Connecticut - Connecticut Department of Consumer Protection - P-1 Unlimited Plumbing Contractor License",PLUMBER_LICENSE,P-1 Unlimited Plumbing Contractor License,United States,Connecticut,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,62ea7443-f979-4006-8972-b837f36aa33a,"United States, Delaware - Delaware Board of Plumbing, Heating, Ventilation, Air Conditioning and Refrigeration Examiners - Master Plumber License",PLUMBER_LICENSE,Master Plumber License,United States,Delaware,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,96b1efe5-8a97-48c9-ba79-3deb6d9ac609,"United States, Florida - Florida Department of Business and Professional Regulation - Certified Plumbing Contractor License",PLUMBER_LICENSE,Certified Plumbing Contractor License,United States,Florida,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,39dfb3db-e01f-413c-b377-09e8c15c77d0,"United States, Georgia - Georgia State Division of Master and Journeyman Plumbers - Master Plumber License",PLUMBER_LICENSE,Master Plumber License,United States,Georgia,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,0a3503f6-859e-487e-8de6-85c3e5c9a0bb,"United States, Hawaii - Hawaii Department of Commerce and Consumer Affairs, Professional & Vocational Licensing - Master Plumber License",PLUMBER_LICENSE,Master Plumber License,United States,Hawaii,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,0a9a1aca-6ce8-4ff4-9255-73f1db100636,"United States, Idaho - Idaho Division of Occupational and Professional Licenses, State Plumbing Board - Plumbing Contractor License",PLUMBER_LICENSE,Plumbing Contractor License,United States,Idaho,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,87490e5f-1b5a-48b9-8720-91b4a5078c29,"United States, Illinois - Illinois Department of Public Health - Licensed Plumber",PLUMBER_LICENSE,Licensed Plumber,United States,Illinois,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,7fb00180-396c-4fa2-a0b9-f7ab0e283173,"United States, Indiana - Indiana Professional Licensing Agency, Indiana Plumbing Commission - Plumbing Contractor License",PLUMBER_LICENSE,Plumbing Contractor License,United States,Indiana,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,26083006-86e7-4393-8466-db986137e901,"United States, Iowa - Iowa Department of Inspections, Appeals, and Licensing - Master Plumber License",PLUMBER_LICENSE,Master Plumber License,United States,Iowa,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,cd39c0ad-e736-4d15-b6ae-87fc42571d7b,"United States, Kansas - Appropriate city or county authority - Master Plumber License",PLUMBER_LICENSE,Master Plumber License,United States,Kansas,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,ef5d554b-5028-4043-9783-789dc605f3e4,"United States, Kentucky - Kentucky Department of Housing, Buildings and Construction - Master Plumber License",PLUMBER_LICENSE,Master Plumber License,United States,Kentucky,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,18ce1964-7ec8-47dc-bf18-4a37544db567,"United States, Louisiana - Louisiana State Plumbing Board - Master Plumber License",PLUMBER_LICENSE,Master Plumber License,United States,Louisiana,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,903e685d-a48a-4324-a88b-dd9fddd0adce,"United States, Maine - Maine Department of Professional and Financial Regulation, Plumbers' Examining Board - Master Plumber License",PLUMBER_LICENSE,Master Plumber License,United States,Maine,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,8817061e-4906-4bb9-9aed-b6fc7437e518,"United States, Maryland - Maryland Board of Plumbing, Maryland Department of Labor - Master Plumber License",PLUMBER_LICENSE,Master Plumber License,United States,Maryland,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,6cd184f7-bb46-44d4-9e89-576b332f2e91,"United States, Massachusetts - Massachusetts Board of State Examiners of Plumbers and Gas Fitters - Master Plumber License",PLUMBER_LICENSE,Master Plumber License,United States,Massachusetts,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,9b6e2a34-cc8d-4a4d-b1ad-9529d712fb8b,"United States, Michigan - Michigan Department of Licensing and Regulatory Affairs - Master Plumber License",PLUMBER_LICENSE,Master Plumber License,United States,Michigan,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,fb1b9095-f54b-4889-8764-864bec20113d,"United States, Minnesota - Minnesota Department of Labor and Industry - Master Plumber License",PLUMBER_LICENSE,Master Plumber License,United States,Minnesota,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,04247716-a64c-4e30-b5bc-e8b0f2c2cabd,"United States, Mississippi - Mississippi State Board of Contractors - Master Plumber License",PLUMBER_LICENSE,Master Plumber License,United States,Mississippi,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,08107af9-e9c1-4c38-a0ba-1d4f2406b34f,"United States, Missouri - Appropriate city or county authority - Master Plumber License",PLUMBER_LICENSE,Master Plumber License,United States,Missouri,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,2b376353-955a-45ac-806e-86fd9edabcac,"United States, Montana - Montana Department of Labor and Industry - Master Plumber License",PLUMBER_LICENSE,Master Plumber License,United States,Montana,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,21682b88-25e0-4b4e-a7b1-641376819cf7,"United States, Nebraska - Nebraska Department of Labor - Master Plumber License",PLUMBER_LICENSE,Master Plumber License,United States,Nebraska,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,d80352f6-09d0-4616-96c5-3bbb68b1ee69,"United States, Nevada - Nevada State Contractors Board - C-1 Plumbing and Heating Contractor License",PLUMBER_LICENSE,C-1 Plumbing and Heating Contractor License,United States,Nevada,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,4d6f4fd8-dd47-4595-8daa-d110cee04735,"United States, New Hampshire - New Hampshire Mechanical Licensing Board - Master Plumber License",PLUMBER_LICENSE,Master Plumber License,United States,New Hampshire,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,ea484a51-4c55-473d-8b4b-fccaf740aa13,"United States, New Jersey - New Jersey Division of Consumer Affairs, State Board of Examiners of Master Plumbers - Master Plumber License",PLUMBER_LICENSE,Master Plumber License,United States,New Jersey,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,ee11cac8-8a63-4ab0-a1b0-82f54a53981b,"United States, New Mexico - New Mexico Regulation and Licensing Department - MM-1 Plumbing Contractor License",PLUMBER_LICENSE,MM-1 Plumbing Contractor License,United States,New Mexico,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,4a470c7a-ad56-4d78-acba-13d51c8dd57f,"United States, New York - Appropriate city or county authority - Master Plumber License",PLUMBER_LICENSE,Master Plumber License,United States,New York,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,7027ec47-b09d-4875-88b4-97b7abdebec1,"United States, North Carolina - North Carolina State Board of Examiners of Plumbing, Heating and Fire Sprinkler Contractors - Plumbing Contractor License",PLUMBER_LICENSE,Plumbing Contractor License,United States,North Carolina,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,639117f8-430a-477f-a833-a0a469d371d8,"United States, North Dakota - North Dakota State Plumbing Board - Master Plumber License",PLUMBER_LICENSE,Master Plumber License,United States,North Dakota,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,992fbf8f-51d8-45e5-bb1a-c73cd479eb4f,"United States, Ohio - Appropriate city or county authority - Master Plumber License",PLUMBER_LICENSE,Master Plumber License,United States,Ohio,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,752ba0a2-a8c1-4602-8b82-215fc782fa1c,"United States, Oklahoma - Oklahoma Construction Industries Board - Plumbing Contractor License",PLUMBER_LICENSE,Plumbing Contractor License,United States,Oklahoma,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,a5cc3ab2-d2c2-413d-89c2-62c5fd3308bb,"United States, Oregon - Oregon Building Codes Division - Journeyman Plumber License",PLUMBER_LICENSE,Journeyman Plumber License,United States,Oregon,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,73afa812-9680-4ef1-848b-3cc4b9ab3507,"United States, Pennsylvania - Appropriate city or county authority - Master Plumber License",PLUMBER_LICENSE,Master Plumber License,United States,Pennsylvania,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,c023c2fc-7344-4dad-a4e3-c0952374513a,"United States, Rhode Island - Rhode Island Department of Labor and Training, Division of Professional Regulation - Master Plumber License",PLUMBER_LICENSE,Master Plumber License,United States,Rhode Island,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,6b5f2c6a-f3c1-4464-ba72-f58701274360,"United States, South Carolina - South Carolina Department of Labor, Licensing and Regulation - Master Plumber License",PLUMBER_LICENSE,Master Plumber License,United States,South Carolina,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,1afe415a-9e04-4aaf-9096-31d2f632d105,"United States, South Dakota - South Dakota State Plumbing Commission - Master Plumber License",PLUMBER_LICENSE,Master Plumber License,United States,South Dakota,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,d572b915-f872-4b57-a612-beddb468305b,"United States, Tennessee - Tennessee Department of Commerce and Insurance, Board for Licensing Contractors - Master Plumber License",PLUMBER_LICENSE,Master Plumber License,United States,Tennessee,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,7eebd9b4-d452-4848-9e94-9b9efbe3baeb,"United States, Texas - Texas State Board of Plumbing Examiners - Master Plumber License",PLUMBER_LICENSE,Master Plumber License,United States,Texas,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,ce037722-caf6-441a-90d8-e4aa9e35124a,"United States, Utah - Utah Division of Occupational and Professional Licensing - Master Plumber License",PLUMBER_LICENSE,Master Plumber License,United States,Utah,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,c3b3f666-746c-4cae-8937-8a14d597052d,"United States, Vermont - Vermont Department of Public Safety, Division of Fire Safety - Master Plumber License",PLUMBER_LICENSE,Master Plumber License,United States,Vermont,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,e6b4348e-e11b-4571-9d3f-e1a049f964d9,"United States, Virginia - Virginia Department of Professional and Occupational Regulation - Master Plumber License",PLUMBER_LICENSE,Master Plumber License,United States,Virginia,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,b8c726aa-e59e-493d-b339-dfe370da7389,"United States, Washington - Washington State Department of Labor & Industries - Journeyman Plumber Certification",PLUMBER_LICENSE,Journeyman Plumber Certification,United States,Washington,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,0b586172-d72d-4173-a026-5393755711d6,"United States, West Virginia - West Virginia Division of Labor, Contractor Licensing Board - Master Plumber License",PLUMBER_LICENSE,Master Plumber License,United States,West Virginia,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,9d54d1a0-2317-4447-8fda-5b36d43d6784,"United States, Wisconsin - Wisconsin Department of Safety and Professional Services - Master Plumber License",PLUMBER_LICENSE,Master Plumber License,United States,Wisconsin,,,,06/01/2026,06/01/2026 12:00:46
A G Equipment Company,125d1967-235b-4f00-b3f4-17dad029f39e,"United States, Wyoming - Appropriate city or county authority - Master Plumber License",PLUMBER_LICENSE,Master Plumber License,United States,Wyoming,,,,06/01/2026,06/01/2026 12:00:46
